Dataset,FileName,text,label2a,Starting,Ending
Common Voice,common_voice_en_18754878,The Chow coordinates are then the coefficients of the Chow form.,0,,
Common Voice,common_voice_en_605214,The old woman had said the same thing.,0,,
Common Voice,common_voice_en_96126,The giraffe had become fearful.,0,,
Common Voice,common_voice_en_164063,He's nuts about you.,0,,
Common Voice,common_voice_en_20049227,The Super One-Eleven division was headquartered in Manchester.,0,,
Common Voice,common_voice_en_17896088,Before you meet the handsome prince you have to kiss a lot of toads.,0,,
Common Voice,common_voice_en_159236,"""Don't say anything,"" Fatima interrupted.",0,,
Common Voice,common_voice_en_19893140,"Depressed, Soo-ryun attempts to commit suicide.",0,,
Common Voice,common_voice_en_22298720,"Furthermore, there is a mild allusion to the Agrabah boss battle in ""Kingdom Hearts"".",0,,
Common Voice,common_voice_en_158723,Typical American that can keep his mouth shut.,1,,
Common Voice,common_voice_en_18341326,"Give yourself a pat on the back, you deserve it.",0,,
Common Voice,common_voice_en_692083,"If you lie down with dogs, you'll get up with fleas.",0,,
Common Voice,common_voice_en_17363005,"He was something of a sickly child by all accounts, never made it past his fourth birthday.",0,,
Common Voice,common_voice_en_16692,Something inside the cylinder was unscrewing the top.,0,,
Common Voice,common_voice_en_20643899,Extensive hiking and mountain biking trails are also available.,0,,
Common Voice,common_voice_en_123452,How old are you?,0,,
Common Voice,common_voice_en_36441,He's nuts about you.,0,,
Common Voice,common_voice_en_17269121,"What do you expect from a pig, but a grunt?",0,,
Common Voice,common_voice_en_20325961,All large waka had names and were objects of pride and admiration.,0,,
Common Voice,common_voice_en_18754884,Using knowledge for earning a living or for any selfish end was considered sacrilegious.,0,,
Common Voice,common_voice_en_19613180,Another sister died of malnutrition in Fukui.,0,,
Common Voice,common_voice_en_17270917,"Penny wise, pound foolish.",1,,
Common Voice,common_voice_en_17918901,Don‘«÷t be a fool!,1,,
Common Voice,common_voice_en_561462,"I also use eye tracking, but I'll cover that in a separate post.",0,,
Common Voice,common_voice_en_19941911,This was one of the then Mayor Jerry Pelayo's major projects.,0,,
Common Voice,common_voice_en_138143,"The boy reached the small, abandoned church just as night was falling.",0,,
Common Voice,common_voice_en_189044,Are you going to live with your mother?,0,,
Common Voice,common_voice_en_85139,I'd add a separate subsection which deals with this aspect.,0,,
Common Voice,common_voice_en_17251675,"Oxygen is important for us, but some bacteria don't need it at all.",0,,
Common Voice,common_voice_en_22230212,"He is of Lebanese, French, and German extraction.",0,,
Common Voice,common_voice_en_569051,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_82754,Hundreds of yelling people are swarming into the park like locusts!,1,,
Common Voice,common_voice_en_639888,Somebody's going to get hurt!,0,,
Common Voice,common_voice_en_17486629,"Split the log with a quick, sharp blow.",0,,
Common Voice,common_voice_en_170941,Did you get it?,0,,
Common Voice,common_voice_en_20872628,The French army defeated William's army and he fled to Great Britain.,0,,
Common Voice,common_voice_en_18101188,Don't be so silly!,1,,
Common Voice,common_voice_en_189073,She's the best parkour runner I know.,0,,
Common Voice,common_voice_en_15734645,Confess and be hanged.,0,,
Common Voice,common_voice_en_16665898,"Security, kick this guy out!",1,,
Common Voice,common_voice_en_22296886,"He is a curer of stupidity in man, mentioned in ""Bereshith Rabba"".",0,,
Common Voice,common_voice_en_37780,Activists claim the pipeline through the Baltic Sea is leaking.,0,,
Common Voice,common_voice_en_7692548,Her low self-esteem is pathetic.,1,,
Common Voice,common_voice_en_11351934,What a bummer!,0,,
Common Voice,common_voice_en_20173669,The architectural firm selected for the project was David-Barott-Boulva.,0,,
Common Voice,common_voice_en_17308809,"Alice, who the fuck is Bob?",1,,
Common Voice,common_voice_en_210128,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,,
Common Voice,common_voice_en_563884,Don't be an idiot!,1,,
Common Voice,common_voice_en_18451436,He really is a bit of an anorak,0,,
Common Voice,common_voice_en_17247519,What do you make of it?,0,,
Common Voice,common_voice_en_634276,Take your paws off me!,1,,
Common Voice,common_voice_en_15738030,"Yesterday, he went to an STD clinic to test for herpes.",0,,
Common Voice,common_voice_en_53509,Then I don't get paid.,0,,
Common Voice,common_voice_en_518210,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_17269776,"Television can make you dumb, but it can also be good education.",0,,
Common Voice,common_voice_en_22185373,"""Oh, no;"" declared the Scarecrow; ""this Lion is a coward.""",1,,
Common Voice,common_voice_en_20850055,The seller's potential loss on a naked put can be substantial.,0,,
Common Voice,common_voice_en_41352,A bully is always a coward.,1,,
Common Voice,common_voice_en_17268827,"Jeez, you look stoned!",1,,
Common Voice,common_voice_en_19320922,"Hua Lisu, Pai Lisu, and Lu Shi Lisu dialects are spoken in China.",0,,
Common Voice,common_voice_en_19593441,Dumbo has New York City's highest concentration of technology firms by neighborhood.,0,,
Common Voice,common_voice_en_23859915,"Oh, and I‘«÷m a wicked, extravagant woman.",0,,
Common Voice,common_voice_en_20162466,The people of Kebbi are predominantly Muslims who practice Islam as a religion.,0,,
Common Voice,common_voice_en_19374817,"He was a director of the Moscow theatre ""Estrada"".",0,,
Common Voice,common_voice_en_24007379,"A second, expanded edition of his journal was published later the same year.",0,,
Common Voice,common_voice_en_17922675,"The grim reaper is waiting for you, reckless driver!",1,,
Common Voice,common_voice_en_17412710,The wise man is deceived once but the fool twice.,0,,
Common Voice,common_voice_en_22093351,five,0,,
Common Voice,common_voice_en_18113750,"If the cap fit, wear it.",0,,
Common Voice,common_voice_en_608340,Typical American that can keep his mouth shut.,1,,
Common Voice,common_voice_en_17771376,"Look, the seam is now broken, it couldn't stand the jerk.",0,,
Common Voice,common_voice_en_21684188,It is east of the center of Greenville.,0,,
Common Voice,common_voice_en_20743711,It ends by temporarily shielding three Article One clauses from being amended.,0,,
Common Voice,common_voice_en_76242,Keep your shirt on.,0,,
Common Voice,common_voice_en_22816553,"Meanwhile, Ducky escapes and falls into a cave while fleeing.",0,,
Common Voice,common_voice_en_180917,"""What a load of trash"", Sarah opined.",1,,
Common Voice,common_voice_en_19597591,Captains complained of bulky buildings on the canal's edge blocking the line of sight.,0,,
Common Voice,common_voice_en_18121443,They felt gay when the ship arrived in port.,0,,
Common Voice,common_voice_en_20220596,"After the treaty, Russia came to control the southern part of Karelia.",0,,
Common Voice,common_voice_en_571264,Don't hurt my finger again.,0,,
Common Voice,common_voice_en_18722503,Many different types of eukaryotic cells undergo size-dependent transitions during the cell cycle.,0,,
Common Voice,common_voice_en_616545,You get somebody else to wash the diapers.,0,,
Common Voice,common_voice_en_18403325,Are they selling faggots as well as sausages?,0,,
Common Voice,common_voice_en_20296856,"All organisms, from bacteria to humans, display maladaptive and adaptive traits.",0,,
Common Voice,common_voice_en_661583,Know what my old man did when I joined up?,0,,
Common Voice,common_voice_en_82135,It seemed to him that it fell to earth about one hundred miles east of here.,0,,
Common Voice,common_voice_en_20040957,The Lions compete in the largest extra curricular class in the state of Iowa.,0,,
Common Voice,common_voice_en_18884321,The nipples on an engorged breast are flat.,0,,
Common Voice,common_voice_en_42177,Let me out of here!,0,,
Common Voice,common_voice_en_607600,Bert the cop was wounded in North Africa.,0,,
Common Voice,common_voice_en_19085624,Tom promised fans immediately after he will attempt the trick in the near future.,0,,
Common Voice,common_voice_en_17527034,"""What a load of trash"", Sarah opined.",1,,
Common Voice,common_voice_en_651530,That woman is gonna be on that roof.,0,,
Common Voice,common_voice_en_418387,What is it you wish to know?,0,,
Common Voice,common_voice_en_15734259,All beverages in this shop are free of alcohol.,0,,
Common Voice,common_voice_en_20322302,Antique singing bowls are known for producing multiple harmonic partials or multiphonics.,0,,
Common Voice,common_voice_en_22294320,And the courts?,0,,
Common Voice,common_voice_en_649331,"As I watched, the planet seemed to grow larger and smaller.",0,,
Common Voice,common_voice_en_21388,I'm sure you haven't any.,0,,
Common Voice,common_voice_en_18454662,Come on! Don't be such a slowcoach!,1,,
Common Voice,common_voice_en_2297250,Abraham provided many treats.,0,,
Common Voice,common_voice_en_22216374,two,0,,
Common Voice,common_voice_en_214547,They wanted to save the oasis.,0,,
Common Voice,common_voice_en_19380393,"One of the donkeys had the head of Hitler, and the other, Mussolini.",0,,
Common Voice,common_voice_en_22062470,"In truth, the only ""deme"" they joined was that of the Perioeci.",0,,
Common Voice,common_voice_en_18825576,"For the Brainchild side project, Klayton used the alias Tox.",0,,
Common Voice,common_voice_en_691225,He spent the entire morning observing the infrequent comings and goings in the street.,0,,
Common Voice,common_voice_en_18993031,"This is an eroded crater formation, particularly along the western and southwestern sides.",0,,
Common Voice,common_voice_en_17392878,What did they say?,0,,
Common Voice,common_voice_en_168702,Do you have any secret hiding place here in the house?,0,,
Common Voice,common_voice_en_18102341,Two victims immediately need medical attention.,0,,
Common Voice,common_voice_en_186671,"First, they tried to find him on their own.",0,,
Common Voice,common_voice_en_22782674,Its longtime popularity has led to it being considered a standard of etiquette writing.,0,,
Common Voice,common_voice_en_649034,I found a little crowd of about twenty people surrounding the huge hole.,0,,
Common Voice,common_voice_en_18150149,That insane android continues to ignore me.,1,,
Common Voice,common_voice_en_680058,Two black dogs running,0,,
Common Voice,common_voice_en_18048557,Can I get the sandwich without mayonnaise?,0,,
Common Voice,common_voice_en_17783129,Have you been to Japan?,0,,
Common Voice,common_voice_en_645880,Hundreds of yelling people are swarming into the park like locusts!,1,,
Common Voice,common_voice_en_21491721,Modern scientific vocabulary that borrows from Greek continues to use Latin transliteration conventions.,0,,
Common Voice,common_voice_en_628751,I need a table at a restaurant in Montserrat,0,,
Common Voice,common_voice_en_66925,So you can kill me too?,0,,
Common Voice,common_voice_en_588972,"Before him was an enormous white horse, rearing over him with a frightening scream.",0,,
Common Voice,common_voice_en_556911,It's a simple story.,0,,
Common Voice,common_voice_en_95078,I don't think this wall should be painted the way you suggested.,0,,
Common Voice,common_voice_en_23653113,Former Representative Bob Schaffer of Fort Collins was the Republican nominee.,0,,
Common Voice,common_voice_en_17954800,Make sure you get a doctor's note!,0,,
Common Voice,common_voice_en_145134,"Yours sincerely, satan.",0,,
Common Voice,common_voice_en_17390676,"The more you stir, the more it stinks.",0,,
Common Voice,common_voice_en_615394,Then you'll die in the midst of trying to realize your destiny.,0,,
Common Voice,common_voice_en_22923336,Five judges would be empaneled for any given case.,0,,
Common Voice,common_voice_en_17391773,"Soon ripe, soon rot.",0,,
Common Voice,common_voice_en_23934695,His music and films sold well there but less so abroad.,0,,
Common Voice,common_voice_en_20267632,It is sometimes worn with a skufia.,0,,
Common Voice,common_voice_en_18602998,He is mad as some March hatters.,1,,
